iter	Logloss
258	0.1305900789
259	0.1300980391
260	0.1295686137
261	0.1291176778
262	0.1288804286
263	0.1284923586
264	0.1280844109
265	0.127564099
266	0.1271386707
267	0.1267900532
268	0.12653517
269	0.1261756437
270	0.125731438
271	0.1254414039
272	0.1248669746
273	0.1242805581
274	0.1237366302
275	0.1233755154
276	0.1230889229
277	0.1226950696
278	0.1224704036
279	0.1221861139
280	0.121788975
281	0.1212853216
282	0.1208051503
283	0.1204318226
284	0.1200182844
285	0.1196610729
286	0.1194079998
287	0.1190028767
288	0.1187607231
289	0.1182892902
290	0.117942285
291	0.1175058102
292	0.1170740295
293	0.1167795432
294	0.1165005617
295	0.1161237631
296	0.1157046684
297	0.1154972402
298	0.1151185081
299	0.1147645821
300	0.1143905224
301	0.1138580332
302	0.1133498682
303	0.1130004253
304	0.1127032816
305	0.1123267951
306	0.1119164422
307	0.1115781288
308	0.1110457856
309	0.1106462335
310	0.1103100338
311	0.1099518096
312	0.1094815774
313	0.1091964385
314	0.1089155672
315	0.1086735297
316	0.1083724038
317	0.107859525
318	0.107501826
319	0.1071768066
320	0.1067398162
321	0.1062575239
322	0.1058672593
323	0.1056361897
324	0.1053890201
325	0.1050497978
326	0.1045052488
327	0.1041233614
328	0.1039182293
329	0.1035367801
330	0.1032206921
331	0.1029289009
332	0.1025574241
333	0.1023375178
334	0.1020717697
335	0.1018757418
336	0.1016717703
337	0.1012684134
338	0.1009398378
339	0.1005948364
340	0.1002775627
341	0.09999860767
342	0.0997138785
343	0.0993253915
344	0.09901182978
345	0.09878133839
346	0.09855124733
347	0.09825618916
348	0.09805619667
349	0.0979725256
350	0.09755517393
351	0.09725073461
352	0.09676335323
353	0.09655189806
354	0.09624682195
355	0.09591465283
356	0.09558119601
357	0.09519175231
358	0.09492312613
359	0.09452532763
360	0.09422233649
361	0.0938787388
362	0.09352405046
363	0.09331900107
364	0.09307366069
365	0.09280834275
366	0.09254223563
367	0.09223245119
368	0.0920429155
369	0.091766762
370	0.0914624867
371	0.0911145125
372	0.09082720601
373	0.09057336588
374	0.09013569042
375	0.08972955351
376	0.0894505611
377	0.08895600306
378	0.08875184884
379	0.08845467489
380	0.08830862017
381	0.08813098709
382	0.08781161112
383	0.08765091969
384	0.08727087552
385	0.08701470198
386	0.08670112017
387	0.08639148303
388	0.0860822922
389	0.08581334451
390	0.08560709828
391	0.08536113561
392	0.08515120368
393	0.0848373176
394	0.08454499886
395	0.08441327721
396	0.08430269793
397	0.08407798379
398	0.08389283464
399	0.08364079461
400	0.08354103181
401	0.08336169182
402	0.08321143645
403	0.08297432657
404	0.08275631195
405	0.08251494168
406	0.08246045131
407	0.08211573557
408	0.08184986619
409	0.08161909137
410	0.0813413039
411	0.08112915467
412	0.08079199244
413	0.08063142092
414	0.0802812615
415	0.08001771329
416	0.07987604284
417	0.07968381496
418	0.07939574387
419	0.07926307083
420	0.07907586746
421	0.07875855053
422	0.0785439399
423	0.0784061291
424	0.07800836758
425	0.07782512999
426	0.07756596342
427	0.07735705633
428	0.07719056389
429	0.076874127
430	0.0765065653
431	0.07620551569
432	0.07603257108
433	0.07583353698
434	0.07567080469
435	0.07551652663
436	0.07515801718
437	0.07493467443
438	0.07479222079
439	0.07462785527
440	0.07448373977
441	0.07415424154
442	0.07394644272
443	0.07381407428
444	0.0735476262
445	0.07323495567
446	0.07309107477
447	0.0729416931
448	0.07278007889
449	0.07247295943
450	0.0721882084
451	0.07201647932
452	0.07180246125
453	0.07166578108
454	0.07150971748
455	0.0714018084
456	0.07124582389
457	0.0710935162
458	0.07083719221
459	0.07063902669
460	0.07044135657
461	0.07019624038
462	0.0700106842
463	0.06983969564
464	0.06964406312
465	0.0693692157
466	0.06914366845
467	0.06894004056
468	0.06875542944
469	0.06855047908
470	0.06832258609
471	0.06807576606
472	0.06794070289
473	0.06776269416
474	0.06760925101
475	0.06742502709
476	0.0671418903
477	0.06693689582
478	0.06671900973
479	0.06655834461
480	0.06635992296
481	0.06610059244
482	0.065763197
483	0.06553909381
484	0.06537173086
485	0.06517043385
486	0.0650220771
487	0.06485772142
488	0.06465377716
489	0.06439740414
490	0.06421744103
491	0.06394635489
492	0.0638648383
493	0.0636847611
494	0.06347566146
495	0.06327070479
496	0.06302569518
497	0.06286879813
498	0.06276000262
499	0.06266327287
500	0.06242898992
501	0.06218001816
502	0.06192055996
503	0.06176645261
504	0.06144578049
505	0.06127617361
506	0.06114412539
507	0.06109519083
508	0.06085134401
509	0.06063855499
510	0.06043474281
511	0.06032420854
512	0.06018676587
513	0.0600034601
514	0.05995981114
515	0.0598303302
516	0.0597526697
517	0.05952078984
518	0.05943960681
519	0.05931590839
520	0.05912773392
521	0.05895852155
522	0.05886579025
523	0.0586947108
524	0.05850632452
525	0.05846824375
526	0.05837900469
527	0.05810980686
528	0.05792339709
529	0.05772508616
530	0.0575973761
531	0.05747363739
532	0.05724840988
533	0.057174448
534	0.05699090611
535	0.05687077076
536	0.05676394092
537	0.05667916283
538	0.05654037885
539	0.05640501824
540	0.05625812121
541	0.05616856209
542	0.05604511573
543	0.05576697265
544	0.05567150455
545	0.05544340198
546	0.05521370375
547	0.05505081892
548	0.05491813468
549	0.05480893838
550	0.05472623649
551	0.0546936258
552	0.05453311209
553	0.05442526482
554	0.05423054645
555	0.05408400326
556	0.05402725385
557	0.05384484014
558	0.05361181132
559	0.05343144973
560	0.05329783457
561	0.05314478704
562	0.05308609014
563	0.05287884832
564	0.05280957487
565	0.05265041013
566	0.05247039131
567	0.05236309518
568	0.05219581457
569	0.05204436428
570	0.05188462615
571	0.05170976031
572	0.05163579235
573	0.05149557596
574	0.05137849188
575	0.05125725911
576	0.05112509744
577	0.05102815491
578	0.05089931153
579	0.05078848056
580	0.05071056398
581	0.05058266492
582	0.05050235004
583	0.05038455081
584	0.05032886056
585	0.05017313325
586	0.05001238041
587	0.04993864145
588	0.04982543621
589	0.04965905135
590	0.04962791989
591	0.04947279936
592	0.04939599355
593	0.04919626995
594	0.0490646013
595	0.04892184916
596	0.04883883538
597	0.04871840801
598	0.04866437175
599	0.04854578073
600	0.0484266273
601	0.04831589272
602	0.04817184172
603	0.04805527662
604	0.04794687991
605	0.047847454
606	0.04769574258
607	0.04753920699
608	0.04733165828
609	0.04727635133
610	0.04711857453
611	0.04702026246
612	0.04699792004
613	0.04682726957
614	0.0467234266
615	0.04662646988
616	0.04650046191
617	0.04636216001
618	0.04618845907
619	0.04601666743
620	0.04591382539
621	0.04577384627
622	0.04560083865
623	0.04551886665
624	0.0454119609
625	0.04533262135
626	0.04522094429
627	0.0451232028
628	0.04500639017
629	0.04489644584
630	0.04477631769
631	0.0446624939
632	0.04449513994
633	0.04436857581
634	0.04421123436
635	0.0441105793
636	0.04397109474
637	0.04385081755
638	0.04370649457
639	0.04357076274
640	0.04350990702
641	0.04345291073
642	0.04337285944
643	0.04323402287
644	0.04310469944
645	0.04299152325
646	0.04285125932
647	0.04277754804
648	0.04266593458
649	0.04258632194
650	0.04249415863
651	0.04234775858
652	0.0422035418
653	0.04217770087
654	0.0420601808
655	0.04205491667
656	0.04194828953
657	0.04183605
658	0.04174198943
659	0.0416175698
660	0.04145465932
661	0.04133541389
662	0.04124127001
663	0.04112919701
664	0.04111455834
665	0.04102164405
666	0.04092410968
667	0.04083863063
668	0.04074942564
669	0.04062872271
670	0.04052371205
671	0.04042647461
672	0.040309926
673	0.04018474998
674	0.04001191025
675	0.04000756689
676	0.0399526669
677	0.039890208
678	0.03982063148
679	0.03973059927
680	0.03962640271
681	0.03952150325
682	0.03951379144
683	0.03940410469
684	0.03927757345
685	0.03912521634
686	0.03899957894
687	0.03893727111
688	0.03883609495
689	0.03876124839
690	0.03875574659
691	0.03868315887
692	0.03855485322
693	0.03848832978
694	0.03832999953
695	0.03823598931
696	0.03809233745
697	0.03798349369
698	0.03786328318
699	0.03777583283
700	0.03775826271
701	0.03764472374
702	0.03755015625
703	0.0374813758
704	0.03737998552
705	0.03732479783
706	0.03726229504
707	0.03714706094
708	0.03704133222
709	0.03693381449
710	0.03686851257
711	0.03673245365
712	0.036619119
713	0.0365508007
714	0.03648071385
715	0.03642058263
716	0.03630463349
717	0.03625881341
718	0.03616214901
719	0.03608841917
720	0.03599051903
721	0.0359784563
722	0.03587979685
723	0.03578991151
724	0.03564698497
725	0.03555307144
726	0.03551011077
727	0.03545508643
728	0.03537059212
729	0.03530710842
730	0.03525849144
731	0.03519659031
732	0.03511463737
733	0.03504229681
734	0.0349914758
735	0.03492053564
736	0.03488831984
737	0.03482255482
738	0.03477409027
739	0.03471608744
740	0.03464056935
